,with_overlap,500 Characters,1000 Characters,1500 Characters
129,Overlap,,0.5160293451453762,
130,Overlap,0.695401745366454,0.3945644496572321,0.5116868911247261
131,Overlap,,0.5664022551241039,0.3791101161989607
132,Overlap,0.6940933077373588,0.3356496984441436,
133,Overlap,,0.5187155331181872,
134,Overlap,,,
135,Overlap,,,
136,Overlap,,0.8620553432454618,
137,Overlap,,,
138,Overlap,,,
139,Overlap,0.0155545386008402,0.3194354207000005,0.6123265639466624
140,Overlap,,,
141,Overlap,0.0657286687788707,0.5838222875110605,
142,Overlap,0.3297087371839851,0.027035797041863,
143,Overlap,0.7970672639757781,,
144,Overlap,0.4907290127387849,0.4931359487877,
145,Overlap,,0.4497608469702936,0.4937529042302042
146,Overlap,,,0.8188232054891393
147,Overlap,0.5308628947529275,,0.6148454590312484
148,Overlap,0.6665238264435054,0.5981915168170111,0.6023080476353407
149,Overlap,,,
150,Overlap,,0.5143922014746198,
151,Overlap,,,
152,Overlap,0.6965560608723504,0.1311147053402832,0.6351974799996278
153,Overlap,,,0.6405015733916377
154,Overlap,,,
155,Overlap,0.3812898492061545,0.4639464061712731,
156,Overlap,,,
157,Overlap,,,
158,Overlap,,0.7286662866612336,0.581135759964997
159,Overlap,,,
160,Overlap,,,0.4017352268652862
161,Overlap,,,
162,Overlap,,0.3826583529315766,0.3459142680217858
163,Overlap,,0.4853416489090933,0.5387355618978318
164,Overlap,0.7921519994538893,,
165,Overlap,0.4280461987293141,,
166,Overlap,,,0.1303292500777804
167,Overlap,0.5855505123549225,0.7620539254088744,
168,Overlap,,,0.5742606490226958
169,Overlap,,0.6870321850421485,0.6542375692523513
170,Overlap,0.6458599236837104,,0.4459657739974688
171,Overlap,,,0.5692267768889288
172,Overlap,,0.536618703868114,0.5238657959103208
173,Overlap,,0.9624686093659992,0.6842197534647996
174,Overlap,0.3923343984173801,,0.610588111148158
175,Overlap,0.5178015745983819,,0.1564017425285838
176,Overlap,,,
177,Overlap,,,
178,Overlap,,0.5139098212032941,0.4754895042429977
179,Overlap,0.4973129801725641,,0.5296529376395009
