,with_overlap,500 characters,1000 characters,1500 characters
413,No Overlap,0.944466155,0.940087956,0.945423104
414,No Overlap,0.825314426,0.772235068,0.932617395
415,No Overlap,0.798537664,0.786644206,0.87887231
416,No Overlap,0.787094783,0.697695038,0.882460248
417,No Overlap,0.921051429,0.910948683,0.909338211
418,No Overlap,0.88070004,0.865421918,0.86466545
419,No Overlap,0.777091648,0.662264663,0.963929054
420,No Overlap,0.89054577,0.85028845,0.854107596
421,No Overlap,0.713889476,0.729367929,0.813102677
422,No Overlap,0.675732558,0.907862378,0.863408927
423,No Overlap,0.855748968,0.862245033,0.870596956
424,No Overlap,0.89981247,0.870137902,0.662484917
425,No Overlap,0.906611707,0.934389329,0.882684346
426,No Overlap,0.544038097,0.651240847,0.602756422
427,No Overlap,0.824029569,0.833710723,0.894992451
428,No Overlap,0.693542892,0.394304863,0.732346065
429,No Overlap,0.75617159,0.796512761,0.869339551
430,No Overlap,0.865289426,0.64168105,0.765818812
431,No Overlap,0.904876453,0.869225363,0.958862919
432,No Overlap,0.94146554,0.97849586,0.910738533
433,No Overlap,0.685832416,0.640023694,0.91159095
434,No Overlap,0.954003261,0.754749332,0.726808044
435,No Overlap,0.602657267,0.672621348,0.646994039
436,No Overlap,0.902981165,0.900067246,0.90227123
437,No Overlap,0.964423631,0.962202658,0.870473631
438,No Overlap,0.950066404,0.962072485,0.940423707
439,No Overlap,0.832185092,0.780839689,0.739375048
440,No Overlap,0.359354929,0.529150508,0.567148062
441,No Overlap,0.915689178,0.918307526,0.817960318
442,No Overlap,0.775160842,0.774554241,0.685168508
443,No Overlap,0.79768039,0.942552946,0.944329531
444,No Overlap,0.913924185,0.917850946,0.946293428
445,No Overlap,0.917870686,0.847312379,0.903270868
446,No Overlap,0.833598497,0.833687973,0.883415388
447,No Overlap,0.782272625,0.794456481,0.799140345
448,No Overlap,0.864726375,0.911972719,0.850464234
449,No Overlap,0.799139853,0.860247441,0.904140791
450,No Overlap,0.803068717,0.854354319,0.805960762
451,No Overlap,0.790927427,0.876647789,0.821367419
452,No Overlap,0.631812051,0.788006462,0.850052303
453,No Overlap,0.806288329,0.809180135,0.752975035
454,No Overlap,0.887096051,0.911164369,0.86606933
455,No Overlap,0.846559889,0.868336475,0.630534917
456,No Overlap,0.773134336,0.76406005,0.589839563
457,No Overlap,0.788096017,0.460392113,0.51469616
458,No Overlap,0.888843734,0.91540388,0.796164275
459,No Overlap,0.889207391,0.537781033,0.728671399
460,No Overlap,0.88848391,0.893342126,0.812141166
461,No Overlap,0.793110582,0.857449459,0.726178939
462,No Overlap,0.654407856,0.979946062,0.596087199
463,No Overlap,0.568188876,0.81806413,0.770521031
